;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;robertuito_sentiment;robertuito_sentiment_probas
919;919;833;40.4679496;-3.6882815;﻿Fernando Bravo Pablos;﻿CHAMARTÍN;El aleteo del pájaro moribundo golpea la tierra.;﻿C/ Agustín Foxá - Paseo de la Castellana;neutral;Castilla;Chamartín;Madrid;negative;"{""NEG"": 0.8553593158721924, ""NEU"": 0.12368307262659073, ""POS"": 0.02095767855644226}"
920;920;835;40.4680312;-3.6778932;﻿Juan Luis Ramos;﻿CHAMARTÍN;Nuestros nombres pesan como peñascos solitarios en pleno mediodía.;﻿Plaza del Duque de Pastrana 3;positive;Castilla;Chamartín;Madrid;negative;"{""NEG"": 0.9083009362220764, ""NEU"": 0.08572392165660858, ""POS"": 0.0059751542285084724}"
921;921;836;40.475537;-3.6468005;﻿Jules;﻿HORTALEZA;Nuestro silencio resuena con eco. No hay voz que lo calle;﻿Calle Mar de las Antillas- Calle de Sta. Susana;positive;Pinar del Rey;Hortaleza;Madrid;neutral;"{""NEG"": 0.3405919671058655, ""NEU"": 0.5215573310852051, ""POS"": 0.13785070180892944}"
922;922;837;40.4620184;-3.7194889;﻿iago De la campa pose;﻿VALDEZARZA;No me vas a encontrar en nadie, pero me vas a ver en todos lados;﻿C/ Antonio Machado - Av. de los Mártires Maristas EMT 1584;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.2649573087692261, ""NEU"": 0.5743472576141357, ""POS"": 0.16069546341896057}"
923;923;838;40.4385083;-3.6788938;﻿gregorio apesteguía;﻿AVENIDA DE AMÉRICA;Iremos por la vida sin tiestos, seremos otras flores silvestres;﻿Calle del Príncipe de Vergara-Calle de Francisco SIlvela;positive;Prosperidad;Chamartín;Madrid;neutral;"{""NEG"": 0.0779188796877861, ""NEU"": 0.6948348879814148, ""POS"": 0.2272462248802185}"
924;924;839;40.4349816;-3.652773;﻿Sr. Lobo;﻿CIUDAD LINEAL;Quien vive con prisa, pierde el tiempo.;﻿Calle de José del Hierro- Calle de Virgen de Lluc;positive;Quintana;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.7224929332733154, ""NEU"": 0.23694273829460144, ""POS"": 0.04056435450911522}"
925;925;83;40.4736374;-3.6450631;﻿Dudu Fdez;﻿HORTALEZA;Poesía: Ventana que nació siendo espejo.;﻿Calle de Mar Caspio- Calle del Mar Negro;positive;Pinar del Rey;Hortaleza;Madrid;neutral;"{""NEG"": 0.14952179789543152, ""NEU"": 0.6401865482330322, ""POS"": 0.21029168367385864}"
926;926;840;40.4138126;-3.708331;﻿Sergio C. Fanjul;﻿CENTRO;Los huevos fritos se parecen a sus dueños;﻿Plaza Puerta Cerrada-Calle Cuchilleros;positive;Palacio;Centro;Madrid;neutral;"{""NEG"": 0.11237645149230957, ""NEU"": 0.5615103840827942, ""POS"": 0.32611319422721863}"
927;927;841;40.4140725;-3.7036029;﻿Jara López Viñas;﻿CENTRO;¿Cuántas Rosas de Luxemburgo hemos de plantar para florecer?;﻿Calle del Dr. Cortezo-Calle de Atocha;positive;Embajadores;Centro;Madrid;neutral;"{""NEG"": 0.1902981698513031, ""NEU"": 0.7448145151138306, ""POS"": 0.06488728523254395}"
928;928;842;40.4091563;-3.6604133;﻿Claudia López Velasco;﻿MORATALAZ;El alma, como unidad de medida.;﻿C/del Corregidor Diego Valderrábano - Frente a C/ Lituania;positive;Media Legua;Moratalaz;Madrid;neutral;"{""NEG"": 0.03864966332912445, ""NEU"": 0.7483078837394714, ""POS"": 0.21304240822792053}"
929;929;843;40.4048978;-3.7334325;﻿Tuky;﻿LATINA;Se comunicaban con silencios;﻿Rotonda C/ Sepúlveda, acera contraria parque infantil.;positive;Puerta del Ángel;Latina;Madrid;neutral;"{""NEG"": 0.33601468801498413, ""NEU"": 0.618730366230011, ""POS"": 0.04525492340326309}"
930;930;844;40.3956429;-3.7110615;﻿Andrés Pascual;﻿COMILLAS;Voy a buscarte, en la espiga o en el sol que la ilumina;﻿Calle Antonio López 43;positive;Comillas;Carabanchel;Madrid;neutral;"{""NEG"": 0.04269824177026749, ""NEU"": 0.6600088477134705, ""POS"": 0.29729288816452026}"
931;931;845;40.3861455;-3.7277783;﻿pablo abad;﻿CARABANCHEL;¡Qué bonita Madrid vestida de rebeldía!;﻿Camino Viejo de Leganés - Avenida de Oporto;positive;Puerta Bonita;Carabanchel;Madrid;positive;"{""NEG"": 0.023560527712106705, ""NEU"": 0.08026383817195892, ""POS"": 0.8961756229400635}"
932;932;846;40.3873979;-3.700684;﻿El Chico Burbuja;﻿USERA;El destino se escribe con la planta de los pies;﻿C/ Marcelo usera 16;positive;Almendrales;Usera;Madrid;neutral;"{""NEG"": 0.11884788423776627, ""NEU"": 0.7085133790969849, ""POS"": 0.17263871431350708}"
933;933;847;40.4042382;-3.7205726;﻿Antonio Gala;﻿IMPERIAL;Voy a hacerte feliz. Sufrirá tanto que le pondrás mi nombre a la tristeza;﻿Pseo de los Melancólicos frente a Nº49 (del lado de los pares parque);positive;Imperial;Arganzuela;Madrid;negative;"{""NEG"": 0.5459563136100769, ""NEU"": 0.3786053955554962, ""POS"": 0.07543829083442688}"
934;934;848;40.3960309;-3.6805245;﻿Judith Rico;﻿MÉNDEZ ÁLVARO;Ojalá algún día te hagas casualidad mientras camino por estas calles;﻿Calle de Méndez Álvaro - Calle de Pedro Bosch;positive;Atocha;Arganzuela;Madrid;neutral;"{""NEG"": 0.11441299319267273, ""NEU"": 0.5252122282981873, ""POS"": 0.36037477850914}"
935;935;849;40.3843875;-3.6528885;﻿Eu Fletcher;﻿PUENTE DE VALLECAS;Los amores vienen y van, como si fueran rumores;﻿Av. de Buenos Aires - Calle Pedro Laborde;positive;Portazgo;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.50352543592453, ""NEU"": 0.4506106674671173, ""POS"": 0.04586387053132057}"
936;936;84;40.4608343;-3.784043;﻿ROY GALÁN;﻿ARAVACA;Llora como un hombre.;﻿C/ Pléyades 19 (del lado de los pares);positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.4432043135166168, ""NEU"": 0.410797119140625, ""POS"": 0.14599856734275818}"
937;937;850;40.3956776;-3.7535451;﻿Sara Zapata;﻿ALUCHE;Sujetos a un globo de helio volaron adoquines con tus huellas.;﻿C/ de los Yébenes 47;positive;Aluche;Latina;Madrid;neutral;"{""NEG"": 0.4412173926830292, ""NEU"": 0.4665561616420746, ""POS"": 0.09222638607025146}"
938;938;852;40.3811736;-3.7310983;﻿Residente;﻿ABRANTES;Lo más feo de la flor es el tallo, la belleza se alimenta de fallos;﻿Camino Viejo de Leganés 146;positive;Abrantes;Carabanchel;Madrid;negative;"{""NEG"": 0.8846086859703064, ""NEU"": 0.1028764620423317, ""POS"": 0.012514804489910603}"
939;939;853;40.5069314;-3.6944613;﻿La morada;﻿FUENCARRAL-EL PARDO;Veinte minutos de razones bajo el tejado donde habitan los gatos;﻿C/ Monasterio de Liébana 1;positive;;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.14874030649662018, ""NEU"": 0.6923117637634277, ""POS"": 0.1589478701353073}"
940;940;854;40.5086684;-3.6694067;﻿Jesús Fernández Úbeda;﻿LAS TABLAS;Yo qué sé si viví lo confesado;﻿C/ de Palas del Rey (Residencial Green 1);positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.1509273499250412, ""NEU"": 0.7902268171310425, ""POS"": 0.05884576588869095}"
941;941;855;40.5049752;-3.6653962;﻿taraskus;﻿FUENCARRAL-EL PARDO;Y al final, si que fuiste para tanto.;﻿Av. de Santo Domingo de Silos (Frente a la Uned);positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.30568891763687134, ""NEU"": 0.4256192743778229, ""POS"": 0.2686918079853058}"
942;942;856;40.4821798;-3.7362152;﻿Paula Castellote;﻿FUENCARRAL-EL PARDO;La danza es la libertad divirtiéndose;﻿C/ Alfonso Rodríguez Castelao (Impares) - C/de Gabriela Mistral;positive;Peñagrande;Fuencarral-El Pardo;Madrid;positive;"{""NEG"": 0.0188254714012146, ""NEU"": 0.29588988423347473, ""POS"": 0.6852846741676331}"
943;943;857;40.4618746;-3.7006813;﻿Javier Bozalongo;﻿TETUÁN;La libertad de no deberle nada a nadie. Ni siquiera obediencia;﻿C/ Marqués de Viana 20;positive;Valdeacederas;Tetuán;Madrid;neutral;"{""NEG"": 0.15235312283039093, ""NEU"": 0.6616374254226685, ""POS"": 0.18600939214229584}"
944;944;858;40.476633;-3.6762652;﻿Kutxi Romero;﻿BAMBÚ;La sonrisa despeinada de ir en contra de los vientos;﻿C/ del Bambú (Metro Bambú);positive;Castilla;Chamartín;Madrid;negative;"{""NEG"": 0.5231974720954895, ""NEU"": 0.39983639121055603, ""POS"": 0.07696614414453506}"
945;945;859;40.4787779;-3.6526751;﻿Mónica Carrillo;﻿HORTALEZA;Porque todos fuimos alguna vez el secreto de alguien;﻿Ctra. la Estación de hortaleza- Polideportivo;positive;Pinar del Rey;Hortaleza;Madrid;neutral;"{""NEG"": 0.12982811033725739, ""NEU"": 0.7771638035774231, ""POS"": 0.09300816059112549}"
946;946;85;40.444914;-3.6461212;﻿delgaducho;﻿CIUDAD LINEAL;Sin ti la eternidad habita en un reloj de arena;﻿Calle de Arturo Soria 67- Calle Juan Pérez Zuñiga;positive;Concepción;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.6721062660217285, ""NEU"": 0.2858594059944153, ""POS"": 0.042034342885017395}"
947;947;860;40.459471;-3.7792868;﻿Rodolfo Serrano;﻿ARAVACA;¿Cómo será, dios mío, suicidarse en sus piernas?;﻿Av. de la Osa Mayor 32 (del lado de los impares);positive;;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.26042863726615906, ""NEU"": 0.6795816421508789, ""POS"": 0.0599898025393486}"
948;948;861;40.4432311;-3.7042138;﻿Patricia Hontanar;﻿CHAMBERÍ;No quiero un nosotros si no es contigo;﻿Calle Bravo Murillo- Calle de Ramiro II;positive;Vallehermoso;Chamberí;Madrid;neutral;"{""NEG"": 0.443846732378006, ""NEU"": 0.3992955684661865, ""POS"": 0.1568577140569687}"
949;949;862;40.4412948;-3.6912387;﻿Aldara Filgueiras;﻿CHAMARTÍN;Que aparezcas sin avisar y me tiemblen las excusas en tu lengua;﻿Calle de la Castellana - Calle Vitruvio;positive;El Viso;Chamartín;Madrid;neutral;"{""NEG"": 0.4206779897212982, ""NEU"": 0.49732261896133423, ""POS"": 0.08199942111968994}"
950;950;863;40.4319039;-3.6366704;﻿Voltraire;﻿CIUDAD LINEAL;Aún existen amores más duraderos que este asfalto;﻿Calle Ascao- Calle de José Arcones Gil;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;neutral;"{""NEG"": 0.05442479997873306, ""NEU"": 0.5972668528556824, ""POS"": 0.34830835461616516}"
951;951;864;40.4286025;-3.6230299;﻿CARLOS DE LA CRUZ IGLESIAS;﻿SIMANCAS;La tempestad es tener que volver a juntar los labios para invocar la vida.;﻿Av. de Arcentales- Calle de Zabala;positive;Simancas;San Blas - Canillejas;Madrid;negative;"{""NEG"": 0.5651981830596924, ""NEU"": 0.38745006918907166, ""POS"": 0.04735171049833298}"
952;952;865;40.4343906;-3.7336189;﻿Ana Pérez Cañamares;﻿CIUDAD UNIVERSITARIA;Celebrad una fiesta por cada trinchera.;﻿Avenida de Séneca 16;positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.08464408665895462, ""NEU"": 0.6012981534004211, ""POS"": 0.314057856798172}"
953;953;866;40.435191;-3.7115551;﻿Francisco Arturo Calderón Alcalá;﻿CHAMBERÍ;Quiero habitarte, esconderme en tus rincones.;﻿Calle de Fernández de los Rios-Calle de Blasco de Garay;positive;Gaztambide;Chamberí;Madrid;neutral;"{""NEG"": 0.08306505531072617, ""NEU"": 0.5757018327713013, ""POS"": 0.3412330746650696}"
954;954;868;40.4301074;-3.7091088;﻿Oscar Aguilar;﻿CHAMBERÍ;Fortunately, time cures everything… even youth;﻿Calle de Vallehermoso 3 - Calle de Alberto Aguilera;positive;Arapiles;Chamberí;Madrid;positive;"{""NEG"": 0.07136989384889603, ""NEU"": 0.2386648952960968, ""POS"": 0.6899651885032654}"
955;955;869;40.4219634;-3.6955556;﻿Mario Suárez;﻿CHUECA;Ciudad, déjame jugar con tus pasos. Madrid, déjame cruzar valiente;﻿Calle del Barquillo-Calle de Prim;positive;Justicia;Centro;Madrid;neutral;"{""NEG"": 0.08591689169406891, ""NEU"": 0.6675331592559814, ""POS"": 0.24654999375343323}"
956;956;86;40.4292048;-3.6518477;﻿Iñigo Ruiz Pérez;﻿CIUDAD LINEAL;Y de tanto buscar, se perdió;﻿Av. de Daroca-Calle de la Vereda del Carmen;neutral;Ventas;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.5935223698616028, ""NEU"": 0.3784554898738861, ""POS"": 0.028022244572639465}"
957;957;870;40.409239;-3.7133139;﻿Cj;﻿CENTRO;Hoy puede ser un Gran Vía;﻿Gran Vía de San Francisco (del lado del parque)-Calle San Bernabé;positive;Palacio;Centro;Madrid;positive;"{""NEG"": 0.04188717529177666, ""NEU"": 0.43179765343666077, ""POS"": 0.5263151526451111}"
958;958;871;40.4063153;-3.6551481;﻿María Sánchez;﻿MORATALAZ;soy un amasijo de pájaros que no supieron volver a casa;﻿Av. de Moratalaz Nª 93;positive;Media Legua;Moratalaz;Madrid;negative;"{""NEG"": 0.8888036608695984, ""NEU"": 0.10127206146717072, ""POS"": 0.009924223646521568}"
959;959;872;40.4057864;-3.650795;﻿Pedro Guerra;﻿MORATALAZ;Confundida sin saber que las heridas son el precio del vivir;﻿Av. de Moratalaz (Impares) - Plaza del Encuentro;neutral;Vinateros;Moratalaz;Madrid;negative;"{""NEG"": 0.76661616563797, ""NEU"": 0.21934202313423157, ""POS"": 0.014041787944734097}"
960;960;873;40.4081637;-3.606552;﻿Bel Rodríguez;﻿VICÁLVARO;Volverán las oscuras gabardinas;﻿Calle de Villablanca- Calle de Villajimena;neutral;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;"{""NEG"": 0.31744542717933655, ""NEU"": 0.6028491854667664, ""POS"": 0.07970539480447769}"
961;961;874;40.4102805;-3.7272177;﻿caminante indómita;﻿LATINA;Ser funambulista en la ciudad cansada;﻿c/ Caramuel con c/ Pozoblanco;neutral;Puerta del Ángel;Latina;Madrid;negative;"{""NEG"": 0.6330484747886658, ""NEU"": 0.3505432605743408, ""POS"": 0.016408301889896393}"
962;962;875;40.4106497;-3.7233293;﻿Faraón & Los Sarcófagos;﻿LATINA;Te quiero tanto que he puesto tu nombre a mi frutería;﻿Paseo de la Ermita del Santo 20;neutral;Puerta del Ángel;Latina;Madrid;positive;"{""NEG"": 0.05326210334897041, ""NEU"": 0.29551002383232117, ""POS"": 0.6512278318405151}"
963;963;876;40.3984709;-3.7352873;﻿Muhsin Al-Ramli;﻿SAN ISIDRO;Cambié el té por el café y el vino Y el triste rabel por el triste flamenco;﻿C/ Gallur 1 (del lado de los pares);neutral;Cármenes;Latina;Madrid;neutral;"{""NEG"": 0.4248920679092407, ""NEU"": 0.5457307696342468, ""POS"": 0.02937714196741581}"
964;964;877;40.3855714;-3.708677;﻿Enrique Cabezón;﻿USERA;El amor es un mundo de olores;﻿C/ Marcelo Usera 108;neutral;Moscardó;Usera;Madrid;neutral;"{""NEG"": 0.06627368181943893, ""NEU"": 0.5373445153236389, ""POS"": 0.3963817358016968}"
965;965;878;40.3989561;-3.6981171;﻿Coque Malla;﻿EMBAJADORES;-Me dijiste que te irías, pero llevas en mi casa toda la vida.;﻿Calle Embajadores 130;positive;Chopera;Arganzuela;Madrid;negative;"{""NEG"": 0.8837698101997375, ""NEU"": 0.09898547828197479, ""POS"": 0.017244694754481316}"
966;966;879;40.3941088;-3.6983317;﻿Alexandra Arenaza López de Alda;﻿ARGANZUELA;Entre tu cuerpo y el mío solo cabe un verso;﻿Calle Jaime el Conquistador - Plaza General Maroto;neutral;Chopera;Arganzuela;Madrid;neutral;"{""NEG"": 0.3551998436450958, ""NEU"": 0.5739904642105103, ""POS"": 0.0708097368478775}"
967;967;87;40.4113139;-3.6710496;﻿Jaime Refoyo;﻿NIÑO JESÚS;Soledad es posterior al ser.;﻿Avenida de Nazaret 10 - Calle de Jesús Aprendiz;positive;Niño Jesús;Retiro;Madrid;neutral;"{""NEG"": 0.3319517970085144, ""NEU"": 0.5925068855285645, ""POS"": 0.07554136216640472}"
968;968;880;40.3947808;-3.6796823;﻿Crisma;﻿ARGANZUELA;Madrid se viste de personas, no hay (de)sastre más bonito.;﻿Calle de Méndez Álvaro - Av. del Planetario;positive;Legazpi;Arganzuela;Madrid;positive;"{""NEG"": 0.023689161986112595, ""NEU"": 0.11983444541692734, ""POS"": 0.856476366519928}"
969;969;881;40.4024917;-3.6601907;﻿Victor Baeza rueda;﻿PUENTE DE VALLECAS;Los pájaros no llaman hogar al nido, llaman hogar al mundo.;﻿Calle de Sierra Toledana (Lidl, Impares) - Calle Baltasar Santos;positive;Numancia;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.18762828409671783, ""NEU"": 0.5879877805709839, ""POS"": 0.22438402473926544}"
970;970;882;40.394458;-3.6665436;﻿shemavallejo;﻿PUENTE DE VALLECAS;Siempre que veo un espacio en blanco, lo lleno de ti.;﻿Calle de Martínez de la Riva 14 (del lado de los impares) - Calle Puerto Alto;positive;San Diego;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.057385820895433426, ""NEU"": 0.5365804433822632, ""POS"": 0.4060336947441101}"
971;971;883;40.3894969;-3.6528254;﻿Laura Gómez-Palma;﻿PUENTE DE VALLECAS;Revive el viento en el horizonte donde el camino se abre para dejarse andar;﻿Av. de Buenos Aires - Calle de Sierra Salvada;positive;Portazgo;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.05496751144528389, ""NEU"": 0.5685405731201172, ""POS"": 0.37649184465408325}"
972;972;884;40.3869054;-3.6533403;﻿Mr. Zeta;﻿PUENTE DE VALLECAS;La mejor idea siempre es seguir pensando;﻿Av. de Palomeras - Av. de Buenos Aires;positive;Palomeras Bajas;Puente de Vallecas;Madrid;positive;"{""NEG"": 0.017825309187173843, ""NEU"": 0.25674811005592346, ""POS"": 0.7254265546798706}"
973;973;885;40.3815945;-3.6571357;﻿Mosquetera;﻿PUENTE DE VALLECAS;Me da miedo que el futuro llegue demasiado tarde;﻿Calle la Cenicienta - Av. Pablo Neruda;neutral;Palomeras Bajas;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.9703776240348816, ""NEU"": 0.025983240455389023, ""POS"": 0.0036390668246895075}"
974;974;886;40.3800504;-3.6706883;﻿adictaalvinagre;﻿PUENTE DE VALLECAS;¿Te quedas a equivocarte conmigo?;﻿Calle Pedroches - Calle La Mancha;neutral;Entrevías;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.3159012198448181, ""NEU"": 0.6173202991485596, ""POS"": 0.06677848100662231}"
975;975;887;40.3789802;-3.6654908;﻿Pul21;﻿PUENTE DE VALLECAS;Eres el desastre más bonito de mi vida;﻿Calle Serena - Av. de Entrevías;positive;Entrevías;Puente de Vallecas;Madrid;positive;"{""NEG"": 0.1221894770860672, ""NEU"": 0.11243157088756561, ""POS"": 0.7653788924217224}"
976;976;888;40.3776112;-3.6630781;﻿Tirso Priscilo Vallecillos;﻿ENTREVÍAS;Somos el único rebaño en el que cada uno va a lo suyo.;﻿Av. de Entrevías - Calle Vedra;positive;Entrevías;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.050193581730127335, ""NEU"": 0.5336669087409973, ""POS"": 0.41613948345184326}"
977;977;889;40.3807311;-3.6258745;﻿sraholi;﻿VILLA DE VALLECAS;Que todo me sigue pareciendo precioso cuando veo reír a mi madre.;﻿Calle de San Jaime 27- Calle de Sierra Gádor;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;positive;"{""NEG"": 0.011013460345566273, ""NEU"": 0.03261074051260948, ""POS"": 0.956375777721405}"
978;978;88;40.4096607;-3.6103473;﻿Patty de Frutos;﻿VICÁLVARO;Together is Better;﻿Calle de Casalareina- Plaza de la Vicalvarada;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;positive;"{""NEG"": 0.04658889025449753, ""NEU"": 0.13962550461292267, ""POS"": 0.8137856125831604}"
979;979;890;40.3866379;-3.765336;﻿Txetxu González;﻿LATINA;Es la temeridad de cruzar al otro lado la virtud que nos acerca y predispone;﻿Calle de Guareña (C.C.)- Calle Luis Chamizo;positive;Las Águilas;Latina;Madrid;neutral;"{""NEG"": 0.08795613795518875, ""NEU"": 0.472572922706604, ""POS"": 0.43947094678878784}"
980;980;891;40.3646484;-3.7484997;﻿Almoiane;﻿CARABANCHEL;Camina hacia el cambio que ansías en tu monótona rutina;﻿C/del Maravedí (frente a manzana descampada)- Av. del Euro;positive;Buenavista;Carabanchel;Madrid;negative;"{""NEG"": 0.7279834747314453, ""NEU"": 0.24604611098766327, ""POS"": 0.02597043290734291}"
981;981;892;40.4738209;-3.643789;﻿Juan Betancourt;﻿HORTALEZA;La incertidumbre de saber exactamente a donde vas a llegar;﻿Calle del Mar Negro- Calle del Mar Menor;neutral;Pinar del Rey;Hortaleza;Madrid;negative;"{""NEG"": 0.6898560523986816, ""NEU"": 0.2930663526058197, ""POS"": 0.01707765832543373}"
982;982;893;40.3987334;-3.6458395;﻿Miguel Furones;﻿FONTARRÓN;Deja de darle vueltas a tu problema. Lo verás más claro cuando esté parado;﻿Calle de Arroyo de Fontarrón 165- Calle de Pío Felipe;positive;Fontarrón;Moratalaz;Madrid;negative;"{""NEG"": 0.5297027826309204, ""NEU"": 0.39133042097091675, ""POS"": 0.07896678149700165}"
983;983;894;40.395509;-3.7640425;﻿Aarón García;﻿ALUCHE;El hombre es un ser irracional que se pasa toda la vida disimulándolo;﻿C/ Illescas Nº 59 - cerca a C/ Escalonada;neutral;Aluche;Latina;Madrid;negative;"{""NEG"": 0.9390113353729248, ""NEU"": 0.054185591638088226, ""POS"": 0.006803096272051334}"
984;984;895;40.3863212;-3.7348419;﻿Esther Peñas Domingo;﻿PUERTA BONITA;Sueña. La boca. Con un plural de bocas amaneciéndose.;﻿C/Puerta Bonita - C/ Gral. Ricardos;positive;Puerta Bonita;Carabanchel;Madrid;neutral;"{""NEG"": 0.10007448494434357, ""NEU"": 0.7337114214897156, ""POS"": 0.16621413826942444}"
985;985;896;40.368186;-3.6917697;﻿Dory Lansorena;﻿USERA;Ahítos de silencio abrazan al paso los versos llenos de ilusión y esperanza;﻿C/ Antequera (Impares) - Glorieta San Martín de la Vega;positive;San Fermín;Usera;Madrid;positive;"{""NEG"": 0.10481666028499603, ""NEU"": 0.41002845764160156, ""POS"": 0.48515480756759644}"
986;986;897;40.4602277;-3.6806318;﻿Enrique Cabezón;﻿CHAMARTÍN;Yo también creí que era distinto;﻿Av. de Alfonso XII (Impares) - Paseo de la Habana;neutral;Nueva España;Chamartín;Madrid;neutral;"{""NEG"": 0.24836817383766174, ""NEU"": 0.6391223073005676, ""POS"": 0.11250950396060944}"
987;987;898;40.4544398;-3.6908993;﻿Maribel Andrés Llamero;﻿CASTELLANA;Alejados del mundo natural todo en la Civilización es jungla ahora.;﻿Paseo de la Castellana 105;positive;Cuatro Caminos;Tetuán;Madrid;negative;"{""NEG"": 0.5193439722061157, ""NEU"": 0.46335354447364807, ""POS"": 0.017302503809332848}"
988;988;899;40.4492321;-3.6914665;﻿Miguel Ríos;﻿AZCA;Dicen que el blues es un estado mental;﻿Calle de la Castellana 89;positive;Cuatro Caminos;Tetuán;Madrid;neutral;"{""NEG"": 0.057907573878765106, ""NEU"": 0.773192286491394, ""POS"": 0.16890010237693787}"
989;989;89;40.3861455;-3.7039456;﻿TRINIDAD RUIZ MARCELLÁN;﻿USERA;NO TE APARTES DE TI.;﻿C/ Amor Hermoso 21 - C/ Marcelo Usera;positive;Almendrales;Usera;Madrid;neutral;"{""NEG"": 0.1867397278547287, ""NEU"": 0.5909833908081055, ""POS"": 0.22227685153484344}"
990;990;900;40.445757;-3.7079957;﻿La Mari;﻿VALLEHERMOSO;No vale la pena andar por andar que es mejor caminar pa` ir creciendo;﻿Paseo de San Francisco de Sales - Avenida de Pablo Iglesias;positive;Vallehermoso;Chamberí;Madrid;neutral;"{""NEG"": 0.46150580048561096, ""NEU"": 0.4928135275840759, ""POS"": 0.04568067938089371}"
991;991;901;40.4308321;-3.6384863;﻿Luis Miguel Madrid;﻿PUEBLO NUEVO;Miro al suelo y me retracto de esta manía tonta de no tenerte a mi lado;﻿Calle de Ascao- Calle de Luis Ruiz;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;negative;"{""NEG"": 0.9264135360717773, ""NEU"": 0.06248851493000984, ""POS"": 0.011097963899374008}"
992;992;902;40.4342731;-3.718703;﻿Víctor Manuel;﻿MONCLOA;He cortado estas flores para dejarlas allá donde haya gente mal enterrada;﻿Calle de la Princesa - Calle de Fernando el Católico;positive;Argüelles;Moncloa-Aravaca;Madrid;negative;"{""NEG"": 0.7237852811813354, ""NEU"": 0.25092223286628723, ""POS"": 0.025292392820119858}"
993;993;903;40.4279762;-3.714496;﻿Sara Torres;﻿ARGÜELLES C;En la tristeza puede medrar la vida Un fruto de invierno. En el miedo no.;﻿Calle de la Princesa 31;positive;Argüelles;Moncloa-Aravaca;Madrid;negative;"{""NEG"": 0.5159527659416199, ""NEU"": 0.4388969838619232, ""POS"": 0.04515019431710243}"
994;994;904;40.4222207;-3.7221779;﻿Olga Muñoz Carrasco;﻿PRÍNCIPE PÍO;cada palabra una ceniza blanca un agujero un punzón;﻿Paseo de la Florida 8;positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;"{""NEG"": 0.32413843274116516, ""NEU"": 0.6290405988693237, ""POS"": 0.04682097211480141}"
995;995;905;40.43152;-3.7053993;﻿Arturo Andreu Villalba;﻿CHAMBERÍ;Partitura de huellas, canción de pasos;﻿Calle de Rodríguez San Pedro 2 - Calle de San Bernando;positive;Arapiles;Chamberí;Madrid;neutral;"{""NEG"": 0.05705644190311432, ""NEU"": 0.6800460815429688, ""POS"": 0.2628974914550781}"
996;996;906;40.4373139;-3.6788756;﻿RAFAEL CAMARASA BRAVO;﻿LISTA;La muerte para un detective de sí mismo es saber todo del hombre al que sigue.;﻿Calle de María de Molina-Calle Príncipe de Vergara;positive;Lista;Salamanca;Madrid;neutral;"{""NEG"": 0.4171227812767029, ""NEU"": 0.5069867372512817, ""POS"": 0.07589050382375717}"
997;997;907;40.4387685;-3.6732865;﻿Abdul Hadi Sadoun;﻿GUINDALERA;Bastantes quehaceres en esta algarabía, Solamente faltan las casualidades.;﻿Av. de América-Calle de Cartagena;positive;Guindalera;Salamanca;Madrid;neutral;"{""NEG"": 0.02143675833940506, ""NEU"": 0.6989149451255798, ""POS"": 0.2796482443809509}"
998;998;908;40.3878412;-3.6487162;﻿Verónica Aranda;﻿PUENTE DE VALLECAS;Percibir en las calles todo el peso que tienen las palabras;﻿Calle Guillermo Pingarrón- Calle Pedro Laborde;positive;Portazgo;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.7270989418029785, ""NEU"": 0.2480204701423645, ""POS"": 0.02488059364259243}"
999;999;909;40.393788;-3.7646641;﻿Màxim Huerta;﻿ALUCHE;Que la vida lo parezca;﻿C/ de Maqueada (Al Campo) - C/de Maqueada;positive;Aluche;Latina;Madrid;positive;"{""NEG"": 0.01715826615691185, ""NEU"": 0.2510841488838196, ""POS"": 0.7317575812339783}"
