;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;twitter-xml_sentiment;twitter-xml_anger;twitter-xml_disgust;twitter-xml_fear;twitter-xml_joy;twitter-xml_sadness;twitter-xml_surprise;twitter-xml_others;twitter-xml_as_positive;twitter-xml_as_neutral;twitter-xml_as_negative
911;911;826;40.5070145;-3.6688354;﻿Jose Circón;﻿FUENCARRAL-EL PARDO;"A veces irse no es huir; es quererse.";﻿Av. Santo Domingo de la Calzada 27 Bis;positive;Valverde;Fuencarral-El Pardo;Madrid;negative;0.0;0.0;0.0;0.0;0.4920675456523895;0.0;0.0;0.0;0.0;0.4920675456523895
912;912;827;40.4881729;-3.6670156;﻿Màxim Huerta;﻿SAN CHINARRO;Sigues en las palabras que escribo y en las que no;﻿Av. de Manoteras (Impares) - Av. de Manoteras;positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8332498073577881;0.0;0.8332498073577881;0.0
913;913;828;40.4752359;-3.688555;﻿Elena María Martín Melero;﻿FUENCARRAL-EL PARDO;Y en los charcos, nostálgico reflejo, nubes vacías.;﻿Av. de Monfote de Lmenos- Calle de Sinesio Delgado;positive;La Paz;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6794769763946533;0.0;0.6794769763946533;0.0
914;914;829;40.4683985;-3.7128988;﻿estonosonruinas;﻿FUENCARRAL-EL PARDO;Y estaré cuando sientas que ya no, que ya nadie, que ya nada.;﻿Túnel de Sor Ángel de la Cruz- canchas;positive;Valdeacederas;Fuencarral-El Pardo;Madrid;negative;0.0;0.0;0.0;0.0;0.794812023639679;0.0;0.0;0.0;0.0;0.794812023639679
915;915;82;40.4734027;-3.702685;﻿Silvi Orión;﻿EL PILAR;Todos los anhelos eran éste;﻿Calle de Sinesio Delgado- Campo de futbol sala Rivadavia;positive;El Pilar;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5941532850265503;0.0;0.5941532850265503;0.0
916;916;830;40.466464;-3.719784;﻿El Kanka;﻿VALDEZARZA;Propongo un brindis preventivo, por si acaso todo sale bien;﻿C/ Antonio Machado 37-39;positive;Valdezarza;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8365725874900818;0.0;0.8365725874900818;0.0
917;917;831;40.4669232;-3.6915135;﻿Iusets;﻿TETUÁN;...avitcepsrep ed nòitseuc se adiv al;﻿Av. Asturias - C/ del Conde de Serrallo;neutral;Almenara;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.9303063750267029;0.0;0.9303063750267029;0.0
918;918;832;40.4610705;-3.6940992;﻿MON;﻿TETUÁN;VIVIR ES NO QUEDAR INTACTOS;﻿C/  Orense 85-87 - C/ Francisco Gervás;positive;Castillejos;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.4069233536720276;0.0;0.0;0.0;0.0;0.4069233536720276
919;919;833;40.4679496;-3.6882815;﻿Fernando Bravo Pablos;﻿CHAMARTÍN;El aleteo del pájaro moribundo golpea la tierra.;﻿C/ Agustín Foxá - Paseo de la Castellana;neutral;Castilla;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8469780087471008;0.0;0.8469780087471008;0.0
920;920;835;40.4680312;-3.6778932;﻿Juan Luis Ramos;﻿CHAMARTÍN;Nuestros nombres pesan como peñascos solitarios en pleno mediodía.;﻿Plaza del Duque de Pastrana 3;positive;Castilla;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5086526274681091;0.0;0.5086526274681091;0.0
921;921;836;40.475537;-3.6468005;﻿Jules;﻿HORTALEZA;Nuestro silencio resuena con eco. No hay voz que lo calle;﻿Calle Mar de las Antillas- Calle de Sta. Susana;positive;Pinar del Rey;Hortaleza;Madrid;negative;0.0;0.0;0.0;0.0;0.43722420930862427;0.0;0.0;0.0;0.0;0.43722420930862427
922;922;837;40.4620184;-3.7194889;﻿iago De la campa pose;﻿VALDEZARZA;No me vas a encontrar en nadie, pero me vas a ver en todos lados;﻿C/ Antonio Machado - Av. de los Mártires Maristas EMT 1584;positive;Valdezarza;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.4157536029815674;0.0;0.0;0.0;0.0;0.4157536029815674
923;923;838;40.4385083;-3.6788938;﻿gregorio apesteguía;﻿AVENIDA DE AMÉRICA;Iremos por la vida sin tiestos, seremos otras flores silvestres;﻿Calle del Príncipe de Vergara-Calle de Francisco SIlvela;positive;Prosperidad;Chamartín;Madrid;negative;0.0;0.0;0.0;0.0;0.40651556849479675;0.0;0.0;0.0;0.0;0.40651556849479675
924;924;839;40.4349816;-3.652773;﻿Sr. Lobo;﻿CIUDAD LINEAL;Quien vive con prisa, pierde el tiempo.;﻿Calle de José del Hierro- Calle de Virgen de Lluc;positive;Quintana;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5745124220848083;0.0;0.5745124220848083;0.0
925;925;83;40.4736374;-3.6450631;﻿Dudu Fdez;﻿HORTALEZA;Poesía: Ventana que nació siendo espejo.;﻿Calle de Mar Caspio- Calle del Mar Negro;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7260148525238037;0.0;0.7260148525238037;0.0
926;926;840;40.4138126;-3.708331;﻿Sergio C. Fanjul;﻿CENTRO;Los huevos fritos se parecen a sus dueños;﻿Plaza Puerta Cerrada-Calle Cuchilleros;positive;Palacio;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4146614074707031;0.0;0.4146614074707031;0.0
927;927;841;40.4140725;-3.7036029;﻿Jara López Viñas;﻿CENTRO;¿Cuántas Rosas de Luxemburgo hemos de plantar para florecer?;﻿Calle del Dr. Cortezo-Calle de Atocha;positive;Embajadores;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7954205274581909;0.0;0.7954205274581909;0.0
928;928;842;40.4091563;-3.6604133;﻿Claudia López Velasco;﻿MORATALAZ;El alma, como unidad de medida.;﻿C/del Corregidor Diego Valderrábano - Frente a C/ Lituania;positive;Media Legua;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7312290072441101;0.0;0.7312290072441101;0.0
929;929;843;40.4048978;-3.7334325;﻿Tuky;﻿LATINA;Se comunicaban con silencios;﻿Rotonda C/ Sepúlveda, acera contraria parque infantil.;positive;Puerta del Ángel;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7219271659851074;0.0;0.7219271659851074;0.0
930;930;844;40.3956429;-3.7110615;﻿Andrés Pascual;﻿COMILLAS;Voy a buscarte, en la espiga o en el sol que la ilumina;﻿Calle Antonio López 43;positive;Comillas;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.5331751704216003;0.0;0.0;0.0;0.0;0.5331751704216003
931;931;845;40.3861455;-3.7277783;﻿pablo abad;﻿CARABANCHEL;¡Qué bonita Madrid vestida de rebeldía!;﻿Camino Viejo de Leganés - Avenida de Oporto;positive;Puerta Bonita;Carabanchel;Madrid;positive;0.0;0.0;0.0;0.8470024466514587;0.0;0.0;0.0;0.8470024466514587;0.0;0.0
932;932;846;40.3873979;-3.700684;﻿El Chico Burbuja;﻿USERA;El destino se escribe con la planta de los pies;﻿C/ Marcelo usera 16;positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8397409915924072;0.0;0.8397409915924072;0.0
933;933;847;40.4042382;-3.7205726;﻿Antonio Gala;﻿IMPERIAL;Voy a hacerte feliz. Sufrirá tanto que le pondrás mi nombre a la tristeza;﻿Pseo de los Melancólicos frente a Nº49 (del lado de los pares parque);positive;Imperial;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.8463394045829773;0.0;0.0;0.0;0.0;0.8463394045829773
934;934;848;40.3960309;-3.6805245;﻿Judith Rico;﻿MÉNDEZ ÁLVARO;Ojalá algún día te hagas casualidad mientras camino por estas calles;﻿Calle de Méndez Álvaro - Calle de Pedro Bosch;positive;Atocha;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.4147850275039673;0.0;0.0;0.0;0.0;0.4147850275039673
935;935;849;40.3843875;-3.6528885;﻿Eu Fletcher;﻿PUENTE DE VALLECAS;Los amores vienen y van, como si fueran rumores;﻿Av. de Buenos Aires - Calle Pedro Laborde;positive;Portazgo;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4500408172607422;0.0;0.4500408172607422;0.0
936;936;84;40.4608343;-3.784043;﻿ROY GALÁN;﻿ARAVACA;Llora como un hombre.;﻿C/ Pléyades 19 (del lado de los pares);positive;;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.932438850402832;0.0;0.0;0.0;0.0;0.932438850402832
937;937;850;40.3956776;-3.7535451;﻿Sara Zapata;﻿ALUCHE;Sujetos a un globo de helio volaron adoquines con tus huellas.;﻿C/ de los Yébenes 47;positive;Aluche;Latina;Madrid;negative;0.0;0.0;0.0;0.0;0.463217169046402;0.0;0.0;0.0;0.0;0.463217169046402
938;938;852;40.3811736;-3.7310983;﻿Residente;﻿ABRANTES;Lo más feo de la flor es el tallo, la belleza se alimenta de fallos;﻿Camino Viejo de Leganés 146;positive;Abrantes;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.6272292733192444;0.0;0.0;0.0;0.0;0.6272292733192444
939;939;853;40.5069314;-3.6944613;﻿La morada;﻿FUENCARRAL-EL PARDO;Veinte minutos de razones bajo el tejado donde habitan los gatos;﻿C/ Monasterio de Liébana 1;positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.86266028881073;0.0;0.86266028881073;0.0
940;940;854;40.5086684;-3.6694067;﻿Jesús Fernández Úbeda;﻿LAS TABLAS;Yo qué sé si viví lo confesado;﻿C/ de Palas del Rey (Residencial Green 1);positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4492835998535156;0.0;0.4492835998535156;0.0
941;941;855;40.5049752;-3.6653962;﻿taraskus;﻿FUENCARRAL-EL PARDO;Y al final, si que fuiste para tanto.;﻿Av. de Santo Domingo de Silos (Frente a la Uned);positive;Valverde;Fuencarral-El Pardo;Madrid;negative;0.0;0.0;0.0;0.0;0.7121694087982178;0.0;0.0;0.0;0.0;0.7121694087982178
942;942;856;40.4821798;-3.7362152;﻿Paula Castellote;﻿FUENCARRAL-EL PARDO;La danza es la libertad divirtiéndose;﻿C/ Alfonso Rodríguez Castelao (Impares) - C/de Gabriela Mistral;positive;Peñagrande;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7313165068626404;0.0;0.7313165068626404;0.0
943;943;857;40.4618746;-3.7006813;﻿Javier Bozalongo;﻿TETUÁN;La libertad de no deberle nada a nadie. Ni siquiera obediencia;﻿C/ Marqués de Viana 20;positive;Valdeacederas;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.39745864272117615;0.0;0.39745864272117615;0.0
944;944;858;40.476633;-3.6762652;﻿Kutxi Romero;﻿BAMBÚ;La sonrisa despeinada de ir en contra de los vientos;﻿C/ del Bambú (Metro Bambú);positive;Castilla;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.45253291726112366;0.0;0.45253291726112366;0.0
945;945;859;40.4787779;-3.6526751;﻿Mónica Carrillo;﻿HORTALEZA;Porque todos fuimos alguna vez el secreto de alguien;﻿Ctra. la Estación de hortaleza- Polideportivo;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5987871289253235;0.0;0.5987871289253235;0.0
946;946;85;40.444914;-3.6461212;﻿delgaducho;﻿CIUDAD LINEAL;Sin ti la eternidad habita en un reloj de arena;﻿Calle de Arturo Soria 67- Calle Juan Pérez Zuñiga;positive;Concepción;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.606245756149292;0.0;0.606245756149292;0.0
947;947;860;40.459471;-3.7792868;﻿Rodolfo Serrano;﻿ARAVACA;¿Cómo será, dios mío, suicidarse en sus piernas?;﻿Av. de la Osa Mayor 32 (del lado de los impares);positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3882255554199219;0.0;0.3882255554199219;0.0
948;948;861;40.4432311;-3.7042138;﻿Patricia Hontanar;﻿CHAMBERÍ;No quiero un nosotros si no es contigo;﻿Calle Bravo Murillo- Calle de Ramiro II;positive;Vallehermoso;Chamberí;Madrid;negative;0.0;0.0;0.0;0.0;0.6929931044578552;0.0;0.0;0.0;0.0;0.6929931044578552
949;949;862;40.4412948;-3.6912387;﻿Aldara Filgueiras;﻿CHAMARTÍN;Que aparezcas sin avisar y me tiemblen las excusas en tu lengua;﻿Calle de la Castellana - Calle Vitruvio;positive;El Viso;Chamartín;Madrid;negative;0.5147591233253479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5147591233253479
950;950;863;40.4319039;-3.6366704;﻿Voltraire;﻿CIUDAD LINEAL;Aún existen amores más duraderos que este asfalto;﻿Calle Ascao- Calle de José Arcones Gil;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.4588663876056671;0.0;0.0;0.0;0.0;0.4588663876056671
951;951;864;40.4286025;-3.6230299;﻿CARLOS DE LA CRUZ IGLESIAS;﻿SIMANCAS;La tempestad es tener que volver a juntar los labios para invocar la vida.;﻿Av. de Arcentales- Calle de Zabala;positive;Simancas;San Blas - Canillejas;Madrid;negative;0.0;0.0;0.0;0.0;0.6302990317344666;0.0;0.0;0.0;0.0;0.6302990317344666
952;952;865;40.4343906;-3.7336189;﻿Ana Pérez Cañamares;﻿CIUDAD UNIVERSITARIA;Celebrad una fiesta por cada trinchera.;﻿Avenida de Séneca 16;positive;Casa de Campo;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6797050833702087;0.0;0.6797050833702087;0.0
953;953;866;40.435191;-3.7115551;﻿Francisco Arturo Calderón Alcalá;﻿CHAMBERÍ;Quiero habitarte, esconderme en tus rincones.;﻿Calle de Fernández de los Rios-Calle de Blasco de Garay;positive;Gaztambide;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3947446346282959;0.0;0.3947446346282959;0.0
954;954;868;40.4301074;-3.7091088;﻿Oscar Aguilar;﻿CHAMBERÍ;Fortunately, time cures everything… even youth;﻿Calle de Vallehermoso 3 - Calle de Alberto Aguilera;positive;Arapiles;Chamberí;Madrid;negative;0.0;0.0;0.0;0.0;0.30686676502227783;0.0;0.0;0.0;0.0;0.30686676502227783
955;955;869;40.4219634;-3.6955556;﻿Mario Suárez;﻿CHUECA;Ciudad, déjame jugar con tus pasos. Madrid, déjame cruzar valiente;﻿Calle del Barquillo-Calle de Prim;positive;Justicia;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4635578691959381;0.0;0.4635578691959381;0.0
956;956;86;40.4292048;-3.6518477;﻿Iñigo Ruiz Pérez;﻿CIUDAD LINEAL;Y de tanto buscar, se perdió;﻿Av. de Daroca-Calle de la Vereda del Carmen;neutral;Ventas;Ciudad Lineal;Madrid;negative;0.0;0.0;0.0;0.0;0.6964030265808105;0.0;0.0;0.0;0.0;0.6964030265808105
957;957;870;40.409239;-3.7133139;﻿Cj;﻿CENTRO;Hoy puede ser un Gran Vía;﻿Gran Vía de San Francisco (del lado del parque)-Calle San Bernabé;positive;Palacio;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6712019443511963;0.0;0.6712019443511963;0.0
958;958;871;40.4063153;-3.6551481;﻿María Sánchez;﻿MORATALAZ;soy un amasijo de pájaros que no supieron volver a casa;﻿Av. de Moratalaz Nª 93;positive;Media Legua;Moratalaz;Madrid;negative;0.4839043617248535;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4839043617248535
959;959;872;40.4057864;-3.650795;﻿Pedro Guerra;﻿MORATALAZ;Confundida sin saber que las heridas son el precio del vivir;﻿Av. de Moratalaz (Impares) - Plaza del Encuentro;neutral;Vinateros;Moratalaz;Madrid;negative;0.0;0.0;0.0;0.0;0.7094009518623352;0.0;0.0;0.0;0.0;0.7094009518623352
960;960;873;40.4081637;-3.606552;﻿Bel Rodríguez;﻿VICÁLVARO;Volverán las oscuras gabardinas;﻿Calle de Villablanca- Calle de Villajimena;neutral;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;positive;0.0;0.0;0.0;0.4004537761211395;0.0;0.0;0.0;0.4004537761211395;0.0;0.0
961;961;874;40.4102805;-3.7272177;﻿caminante indómita;﻿LATINA;Ser funambulista en la ciudad cansada;﻿c/ Caramuel con c/ Pozoblanco;neutral;Puerta del Ángel;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3506075441837311;0.0;0.3506075441837311;0.0
962;962;875;40.4106497;-3.7233293;﻿Faraón & Los Sarcófagos;﻿LATINA;Te quiero tanto que he puesto tu nombre a mi frutería;﻿Paseo de la Ermita del Santo 20;neutral;Puerta del Ángel;Latina;Madrid;positive;0.0;0.0;0.0;0.6490973234176636;0.0;0.0;0.0;0.6490973234176636;0.0;0.0
963;963;876;40.3984709;-3.7352873;﻿Muhsin Al-Ramli;﻿SAN ISIDRO;Cambié el té por el café y el vino Y el triste rabel por el triste flamenco;﻿C/ Gallur 1 (del lado de los pares);neutral;Cármenes;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5178937911987305;0.0;0.5178937911987305;0.0
964;964;877;40.3855714;-3.708677;﻿Enrique Cabezón;﻿USERA;El amor es un mundo de olores;﻿C/ Marcelo Usera 108;neutral;Moscardó;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6313953399658203;0.0;0.6313953399658203;0.0
965;965;878;40.3989561;-3.6981171;﻿Coque Malla;﻿EMBAJADORES;-Me dijiste que te irías, pero llevas en mi casa toda la vida.;﻿Calle Embajadores 130;positive;Chopera;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4870489239692688;0.0;0.4870489239692688;0.0
966;966;879;40.3941088;-3.6983317;﻿Alexandra Arenaza López de Alda;﻿ARGANZUELA;Entre tu cuerpo y el mío solo cabe un verso;﻿Calle Jaime el Conquistador - Plaza General Maroto;neutral;Chopera;Arganzuela;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6787533760070801;0.0;0.6787533760070801;0.0
967;967;87;40.4113139;-3.6710496;﻿Jaime Refoyo;﻿NIÑO JESÚS;Soledad es posterior al ser.;﻿Avenida de Nazaret 10 - Calle de Jesús Aprendiz;positive;Niño Jesús;Retiro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6295329928398132;0.0;0.6295329928398132;0.0
968;968;880;40.3947808;-3.6796823;﻿Crisma;﻿ARGANZUELA;Madrid se viste de personas, no hay (de)sastre más bonito.;﻿Calle de Méndez Álvaro - Av. del Planetario;positive;Legazpi;Arganzuela;Madrid;positive;0.0;0.0;0.0;0.7353806495666504;0.0;0.0;0.0;0.7353806495666504;0.0;0.0
969;969;881;40.4024917;-3.6601907;﻿Victor Baeza rueda;﻿PUENTE DE VALLECAS;Los pájaros no llaman hogar al nido, llaman hogar al mundo.;﻿Calle de Sierra Toledana (Lidl, Impares) - Calle Baltasar Santos;positive;Numancia;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6598504781723022;0.0;0.6598504781723022;0.0
970;970;882;40.394458;-3.6665436;﻿shemavallejo;﻿PUENTE DE VALLECAS;Siempre que veo un espacio en blanco, lo lleno de ti.;﻿Calle de Martínez de la Riva 14 (del lado de los impares) - Calle Puerto Alto;positive;San Diego;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4036332070827484;0.0;0.4036332070827484;0.0
971;971;883;40.3894969;-3.6528254;﻿Laura Gómez-Palma;﻿PUENTE DE VALLECAS;Revive el viento en el horizonte donde el camino se abre para dejarse andar;﻿Av. de Buenos Aires - Calle de Sierra Salvada;positive;Portazgo;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6901078820228577;0.0;0.6901078820228577;0.0
972;972;884;40.3869054;-3.6533403;﻿Mr. Zeta;﻿PUENTE DE VALLECAS;La mejor idea siempre es seguir pensando;﻿Av. de Palomeras - Av. de Buenos Aires;positive;Palomeras Bajas;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6479234099388123;0.0;0.6479234099388123;0.0
973;973;885;40.3815945;-3.6571357;﻿Mosquetera;﻿PUENTE DE VALLECAS;Me da miedo que el futuro llegue demasiado tarde;﻿Calle la Cenicienta - Av. Pablo Neruda;neutral;Palomeras Bajas;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.18851174414157867;0.0;0.18851174414157867;0.0
974;974;886;40.3800504;-3.6706883;﻿adictaalvinagre;﻿PUENTE DE VALLECAS;¿Te quedas a equivocarte conmigo?;﻿Calle Pedroches - Calle La Mancha;neutral;Entrevías;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.37528666853904724;0.0;0.37528666853904724;0.0
975;975;887;40.3789802;-3.6654908;﻿Pul21;﻿PUENTE DE VALLECAS;Eres el desastre más bonito de mi vida;﻿Calle Serena - Av. de Entrevías;positive;Entrevías;Puente de Vallecas;Madrid;negative;0.0;0.0;0.0;0.0;0.8283109068870544;0.0;0.0;0.0;0.0;0.8283109068870544
976;976;888;40.3776112;-3.6630781;﻿Tirso Priscilo Vallecillos;﻿ENTREVÍAS;Somos el único rebaño en el que cada uno va a lo suyo.;﻿Av. de Entrevías - Calle Vedra;positive;Entrevías;Puente de Vallecas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6929992437362671;0.0;0.6929992437362671;0.0
977;977;889;40.3807311;-3.6258745;﻿sraholi;﻿VILLA DE VALLECAS;Que todo me sigue pareciendo precioso cuando veo reír a mi madre.;﻿Calle de San Jaime 27- Calle de Sierra Gádor;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;positive;0.0;0.0;0.0;0.6725387573242188;0.0;0.0;0.0;0.6725387573242188;0.0;0.0
978;978;88;40.4096607;-3.6103473;﻿Patty de Frutos;﻿VICÁLVARO;Together is Better;﻿Calle de Casalareina- Plaza de la Vicalvarada;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.526840090751648;0.0;0.526840090751648;0.0
979;979;890;40.3866379;-3.765336;﻿Txetxu González;﻿LATINA;Es la temeridad de cruzar al otro lado la virtud que nos acerca y predispone;﻿Calle de Guareña (C.C.)- Calle Luis Chamizo;positive;Las Águilas;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7375578880310059;0.0;0.7375578880310059;0.0
980;980;891;40.3646484;-3.7484997;﻿Almoiane;﻿CARABANCHEL;Camina hacia el cambio que ansías en tu monótona rutina;﻿C/del Maravedí (frente a manzana descampada)- Av. del Euro;positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7942485213279724;0.0;0.7942485213279724;0.0
981;981;892;40.4738209;-3.643789;﻿Juan Betancourt;﻿HORTALEZA;La incertidumbre de saber exactamente a donde vas a llegar;﻿Calle del Mar Negro- Calle del Mar Menor;neutral;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5380087494850159;0.0;0.5380087494850159;0.0
982;982;893;40.3987334;-3.6458395;﻿Miguel Furones;﻿FONTARRÓN;Deja de darle vueltas a tu problema. Lo verás más claro cuando esté parado;﻿Calle de Arroyo de Fontarrón 165- Calle de Pío Felipe;positive;Fontarrón;Moratalaz;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5300011038780212;0.0;0.5300011038780212;0.0
983;983;894;40.395509;-3.7640425;﻿Aarón García;﻿ALUCHE;El hombre es un ser irracional que se pasa toda la vida disimulándolo;﻿C/ Illescas Nº 59 - cerca a C/ Escalonada;neutral;Aluche;Latina;Madrid;negative;0.7250935435295105;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7250935435295105
984;984;895;40.3863212;-3.7348419;﻿Esther Peñas Domingo;﻿PUERTA BONITA;Sueña. La boca. Con un plural de bocas amaneciéndose.;﻿C/Puerta Bonita - C/ Gral. Ricardos;positive;Puerta Bonita;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7513015866279602;0.0;0.7513015866279602;0.0
985;985;896;40.368186;-3.6917697;﻿Dory Lansorena;﻿USERA;Ahítos de silencio abrazan al paso los versos llenos de ilusión y esperanza;﻿C/ Antequera (Impares) - Glorieta San Martín de la Vega;positive;San Fermín;Usera;Madrid;positive;0.0;0.0;0.0;0.488951712846756;0.0;0.0;0.0;0.488951712846756;0.0;0.0
986;986;897;40.4602277;-3.6806318;﻿Enrique Cabezón;﻿CHAMARTÍN;Yo también creí que era distinto;﻿Av. de Alfonso XII (Impares) - Paseo de la Habana;neutral;Nueva España;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.37396761775016785;0.0;0.37396761775016785;0.0
987;987;898;40.4544398;-3.6908993;﻿Maribel Andrés Llamero;﻿CASTELLANA;Alejados del mundo natural todo en la Civilización es jungla ahora.;﻿Paseo de la Castellana 105;positive;Cuatro Caminos;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7042837738990784;0.0;0.7042837738990784;0.0
988;988;899;40.4492321;-3.6914665;﻿Miguel Ríos;﻿AZCA;Dicen que el blues es un estado mental;﻿Calle de la Castellana 89;positive;Cuatro Caminos;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6533675193786621;0.0;0.6533675193786621;0.0
989;989;89;40.3861455;-3.7039456;﻿TRINIDAD RUIZ MARCELLÁN;﻿USERA;NO TE APARTES DE TI.;﻿C/ Amor Hermoso 21 - C/ Marcelo Usera;positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5486840605735779;0.0;0.5486840605735779;0.0
990;990;900;40.445757;-3.7079957;﻿La Mari;﻿VALLEHERMOSO;No vale la pena andar por andar que es mejor caminar pa` ir creciendo;﻿Paseo de San Francisco de Sales - Avenida de Pablo Iglesias;positive;Vallehermoso;Chamberí;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.606376588344574;0.0;0.606376588344574;0.0
991;991;901;40.4308321;-3.6384863;﻿Luis Miguel Madrid;﻿PUEBLO NUEVO;Miro al suelo y me retracto de esta manía tonta de no tenerte a mi lado;﻿Calle de Ascao- Calle de Luis Ruiz;positive;Pueblo Nuevo;Ciudad Lineal;Madrid;negative;0.35753506422042847;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35753506422042847
992;992;902;40.4342731;-3.718703;﻿Víctor Manuel;﻿MONCLOA;He cortado estas flores para dejarlas allá donde haya gente mal enterrada;﻿Calle de la Princesa - Calle de Fernando el Católico;positive;Argüelles;Moncloa-Aravaca;Madrid;negative;0.0;0.0;0.0;0.0;0.8707323670387268;0.0;0.0;0.0;0.0;0.8707323670387268
